category,id,geojson_file,source,year,description,display_name,state,label
city,rourkela_town,cities/rourkela_town.geojson,SBM/ramSeraph,,"","Rourkela Town","Odisha","Wards"
city,rs_pora,cities/rs_pora.geojson,SBM/ramSeraph,,"","Rs Pora","Jammu & Kashmir","Wards"
city,rudauli,cities/rudauli.geojson,SBM/ramSeraph,,"","Rudauli","Uttar Pradesh","Wards"
city,rudrapur,cities/rudrapur.geojson,LivingAtlas/ramSeraph,,"","Rudrapur","Uttarakhand","Wards"
city,runji_gautampura,cities/runji_gautampura.geojson,SBM/ramSeraph,,"","Runji-Gautampura","Madhya Pradesh","Wards"
city,rupaediha,cities/rupaediha.geojson,SBM/ramSeraph,,"","Rupaediha","Uttar Pradesh","Wards"
city,rupbas,cities/rupbas.geojson,SBM/ramSeraph,,"","Rupbas","Rajasthan","Wards"
city,rupnagar,cities/rupnagar.geojson,SBM/ramSeraph,,"","Rupnagar)","Punjab","Wards"
city,sabalgarh,cities/sabalgarh.geojson,SBM/ramSeraph,,"","Sabalgarh","Madhya Pradesh","Wards"
city,sadabad,cities/sadabad.geojson,SBM/ramSeraph,,"","Sadabad","Uttar Pradesh","Wards"
city,sadak_arjuni,cities/sadak_arjuni.geojson,SBM/ramSeraph,,"","Sadak Arjuni","Maharashtra","Wards"
city,sadat,cities/sadat.geojson,SBM/ramSeraph,,"","Sadat","Uttar Pradesh","Wards"
city,sadri,cities/sadri.geojson,SBM/ramSeraph,,"","Sadri","Rajasthan","Wards"
city,safidon,cities/safidon.geojson,SBM/ramSeraph,,"","Safidon","Haryana","Wards"
city,safipur,cities/safipur.geojson,SBM/ramSeraph,,"","Safipur","Uttar Pradesh","Wards"
city,sagar,cities/sagar.geojson,SBM/ramSeraph,,"","Sagar","Madhya Pradesh","Wards"
city,sagara,cities/sagara.geojson,SBM/ramSeraph,,"","Sagara","Karnataka","Wards"
city,sagwara,cities/sagwara.geojson,SBM/ramSeraph,,"","Sagwara","Rajasthan","Wards"
city,sahanpur,cities/sahanpur.geojson,SBM/ramSeraph,,"","Sahanpur","Uttar Pradesh","Wards"
city,saharanpur,cities/saharanpur.geojson,LivingAtlas/ramSeraph,,"","Saharanpur","Uttar Pradesh","Wards"
city,saharsa,cities/saharsa.geojson,SBM/ramSeraph,,"","Saharsa","Bihar","Wards"
city,sahaspur_lohara,cities/sahaspur_lohara.geojson,SBM/ramSeraph,,"","Sahaspur Lohara","Chhattisgarh","Wards"
city,sahaswan,cities/sahaswan.geojson,SBM/ramSeraph,,"","Sahaswan","Uttar Pradesh","Wards"
city,sahatwar,cities/sahatwar.geojson,SBM/ramSeraph,,"","Sahatwar","Uttar Pradesh","Wards"
city,sahawar,cities/sahawar.geojson,SBM/ramSeraph,,"","Sahawar","Uttar Pradesh","Wards"
city,sahibganj,cities/sahibganj.geojson,SBM/ramSeraph,,"","Sahibganj","Jharkhand","Wards"
city,sahnewal,cities/sahnewal.geojson,SBM/ramSeraph,,"","Sahnewal","Punjab","Wards"
city,sahpau,cities/sahpau.geojson,SBM/ramSeraph,,"","Sahpau","Uttar Pradesh","Wards"
city,said_nagli,cities/said_nagli.geojson,SBM/ramSeraph,,"","Said Nagli","Uttar Pradesh","Wards"
city,saidpur,cities/saidpur.geojson,SBM/ramSeraph,,"","Saidpur","Uttar Pradesh","Wards"
city,sailana,cities/sailana.geojson,SBM/ramSeraph,,"","Sailana","Madhya Pradesh","Wards"
city,sailu,cities/sailu.geojson,SBM/ramSeraph,,"","Sailu","Maharashtra","Wards"
city,sainkheda,cities/sainkheda.geojson,SBM/ramSeraph,,"","Sainkheda","Madhya Pradesh","Wards"
city,sainthal,cities/sainthal.geojson,SBM/ramSeraph,,"","Sainthal","Uttar Pradesh","Wards"
city,saiyad_raza,cities/saiyad_raza.geojson,SBM/ramSeraph,,"","Saiyad Raza","Uttar Pradesh","Wards"
city,saja,cities/saja.geojson,SBM/ramSeraph,,"","Saja","Chhattisgarh","Wards"
city,sakhanu,cities/sakhanu.geojson,SBM/ramSeraph,,"","Sakhanu","Uttar Pradesh","Wards"
city,sakit,cities/sakit.geojson,SBM/ramSeraph,,"","Sakit","Uttar Pradesh","Wards"
city,sakri,cities/sakri.geojson,SBM/ramSeraph,,"","Sakri","Maharashtra","Wards"
city,sakti,cities/sakti.geojson,SBM/ramSeraph,,"","Sakti","Chhattisgarh","Wards"
city,salekasa,cities/salekasa.geojson,SBM/ramSeraph,,"","Salekasa","Maharashtra","Wards"
city,salem,cities/salem.geojson,SBM/ramSeraph,,"","Salem","Tamil Nadu","Wards"
city,salichouka,cities/salichouka.geojson,SBM/ramSeraph,,"","Salichouka","Madhya Pradesh","Wards"
city,salirama_tp,cities/salirama_tp.geojson,SBM/ramSeraph,,"","Salirama Tp","Karnataka","Wards"
city,salon,cities/salon.geojson,SBM/ramSeraph,,"","Salon","Uttar Pradesh","Wards"
city,salumbar,cities/salumbar.geojson,SBM/ramSeraph,,"","Salumbar","Rajasthan","Wards"
city,salur,cities/salur.geojson,SBM/ramSeraph,,"","Salur","Andhra Pradesh","Wards"
city,samalkha,cities/samalkha.geojson,SBM/ramSeraph,,"","Samalkha","Haryana","Wards"
city,samalkot,cities/samalkot.geojson,SBM/ramSeraph,,"","Samalkot","Andhra Pradesh","Wards"
city,samana,cities/samana.geojson,SBM/ramSeraph,,"","Samana","Punjab","Wards"
city,samastipur,cities/samastipur.geojson,SBM/ramSeraph,,"","Samastipur","Bihar","Wards"
city,sambalpur_town,cities/sambalpur_town.geojson,SBM/ramSeraph,,"","Sambalpur Town","Odisha","Wards"
city,sambhal,cities/sambhal.geojson,SBM/ramSeraph,,"","Sambhal","Uttar Pradesh","Wards"
city,sambhar,cities/sambhar.geojson,SBM/ramSeraph,,"","Sambhar","Rajasthan","Wards"
city,samoda,cities/samoda.geojson,SBM/ramSeraph,,"","Samoda","Chhattisgarh","Wards"
city,sampla,cities/sampla.geojson,SBM/ramSeraph,,"","Sampla","Haryana","Wards"
city,samrala,cities/samrala.geojson,SBM/ramSeraph,,"","Samrala","Punjab","Wards"
city,samthar,cities/samthar.geojson,SBM/ramSeraph,,"","Samthar","Uttar Pradesh","Wards"
city,samudrapur,cities/samudrapur.geojson,SBM/ramSeraph,,"","Samudrapur","Maharashtra","Wards"
city,sanaur,cities/sanaur.geojson,SBM/ramSeraph,,"","Sanaur","Punjab","Wards"
city,sanawad,cities/sanawad.geojson,SBM/ramSeraph,,"","Sanawad","Madhya Pradesh","Wards"
city,sanchi,cities/sanchi.geojson,SBM/ramSeraph,,"","Sanchi","Madhya Pradesh","Wards"
city,sanchore,cities/sanchore.geojson,SBM/ramSeraph,,"","Sanchore","Rajasthan","Wards"
city,sandi,cities/sandi.geojson,SBM/ramSeraph,,"","Sandi","Uttar Pradesh","Wards"
city,sandila,cities/sandila.geojson,SBM/ramSeraph,,"","Sandila","Uttar Pradesh","Wards"
city,sandur,cities/sandur.geojson,SBM/ramSeraph,,"","Sandur","Karnataka","Wards"
city,sangamner,cities/sangamner.geojson,SBM/ramSeraph,,"","Sangamner","Maharashtra","Wards"
city,sangareddy,cities/sangareddy.geojson,SBM/ramSeraph,,"","Sangareddy","Telangana","Wards"
city,sangaria,cities/sangaria.geojson,SBM/ramSeraph,,"","Sangaria","Rajasthan","Wards"
city,sangli,cities/sangli.geojson,LivingAtlas/ramSeraph,,"","Sangli","Maharashtra","Wards"
city,sangli_miraj_kupwad,cities/sangli_miraj_kupwad.geojson,SBM/ramSeraph,,"","Sangli Miraj Kupwad","Maharashtra","Wards"
city,sangod,cities/sangod.geojson,SBM/ramSeraph,,"","Sangod","Rajasthan","Wards"
city,sangole,cities/sangole.geojson,SBM/ramSeraph,,"","Sangole","Maharashtra","Wards"
city,sangrampur,cities/sangrampur.geojson,SBM/ramSeraph,,"","Sangrampur","Maharashtra","Wards"
city,sangrur,cities/sangrur.geojson,SBM/ramSeraph,,"","Sangrur","Punjab","Wards"
city,sankarankovil,cities/sankarankovil.geojson,SBM/ramSeraph,,"","Sankarankovil","Tamil Nadu","Wards"
city,sapotra,cities/sapotra.geojson,SBM/ramSeraph,,"","Sapotra","Rajasthan","Wards"
city,saragaon,cities/saragaon.geojson,SBM/ramSeraph,,"","Saragaon","Chhattisgarh","Wards"
city,saragur,cities/saragur.geojson,SBM/ramSeraph,,"","Saragur","Karnataka","Wards"
city,sarai_aquil,cities/sarai_aquil.geojson,SBM/ramSeraph,,"","Sarai Aquil","Uttar Pradesh","Wards"
city,sarai_mir,cities/sarai_mir.geojson,SBM/ramSeraph,,"","Sarai Mir","Uttar Pradesh","Wards"
city,saraipali,cities/saraipali.geojson,SBM/ramSeraph,,"","Saraipali","Chhattisgarh","Wards"
city,sarangarh,cities/sarangarh.geojson,SBM/ramSeraph,,"","Sarangarh","Chhattisgarh","Wards"
city,sardarpur,cities/sardarpur.geojson,SBM/ramSeraph,,"","Sardarpur","Madhya Pradesh","Wards"
city,sardarshahar,cities/sardarshahar.geojson,SBM/ramSeraph,,"","Sardarshahar","Rajasthan","Wards"
city,sardulgarh,cities/sardulgarh.geojson,SBM/ramSeraph,,"","Sardulgarh","Punjab","Wards"
city,sargaon,cities/sargaon.geojson,SBM/ramSeraph,,"","Sargaon","Chhattisgarh","Wards"
city,sariya,cities/sariya.geojson,SBM/ramSeraph,,"","Sariya","Chhattisgarh","Wards"
city,sarmathura,cities/sarmathura.geojson,SBM/ramSeraph,,"","Sarmathura","Rajasthan","Wards"
city,sarni,cities/sarni.geojson,SBM/ramSeraph,,"","Sarni","Madhya Pradesh","Wards"
city,sarsawa,cities/sarsawa.geojson,SBM/ramSeraph,,"","Sarsawa","Uttar Pradesh","Wards"
city,sarwaniya_maharj,cities/sarwaniya_maharj.geojson,SBM/ramSeraph,,"","Sarwaniya Maharj","Madhya Pradesh","Wards"
city,sarwar,cities/sarwar.geojson,SBM/ramSeraph,,"","Sarwar","Rajasthan","Wards"
city,sas_nagar,cities/sas_nagar.geojson,SBM/ramSeraph,,"","S.A.S. Nagar","Punjab","Wards"
city,sasaram,cities/sasaram.geojson,SBM/ramSeraph,,"","Sasaram","Bihar","Wards"
city,sasni,cities/sasni.geojson,SBM/ramSeraph,,"","Sasni","Uttar Pradesh","Wards"
city,sasvad,cities/sasvad.geojson,SBM/ramSeraph,,"","Sasvad","Maharashtra","Wards"
city,satai,cities/satai.geojson,SBM/ramSeraph,,"","Satai","Madhya Pradesh","Wards"
city,satana,cities/satana.geojson,SBM/ramSeraph,,"","Satana","Maharashtra","Wards"
city,satara,cities/satara.geojson,SBM/ramSeraph,,"","Satara","Maharashtra","Wards"
city,sathyamangalam,cities/sathyamangalam.geojson,SBM/ramSeraph,,"","Sathyamangalam","Tamil Nadu","Wards"
city,satna,cities/satna.geojson,SBM/ramSeraph,,"","Satna","Madhya Pradesh","Wards"
city,satrikh,cities/satrikh.geojson,SBM/ramSeraph,,"","Satrikh","Uttar Pradesh","Wards"
city,sattenapalle,cities/sattenapalle.geojson,SBM/ramSeraph,,"","Sattenapalle","Andhra Pradesh","Wards"
city,sattupalle,cities/sattupalle.geojson,SBM/ramSeraph,,"","Sattupalle","Telangana","Wards"
city,sattur,cities/sattur.geojson,SBM/ramSeraph,,"","Sattur","Tamil Nadu","Wards"
city,satwas,cities/satwas.geojson,SBM/ramSeraph,,"","Satwas","Madhya Pradesh","Wards"
city,saundatti,cities/saundatti.geojson,SBM/ramSeraph,,"","Saundatti","Karnataka","Wards"
city,saunkh,cities/saunkh.geojson,SBM/ramSeraph,,"","Saunkh","Uttar Pradesh","Wards"
city,sausar,cities/sausar.geojson,SBM/ramSeraph,,"","Sausar","Madhya Pradesh","Wards"
city,savanur,cities/savanur.geojson,SBM/ramSeraph,,"","Savanur","Karnataka","Wards"
city,savarkundla,cities/savarkundla.geojson,SBM/ramSeraph,,"","Savarkundla","Gujarat","Wards"
city,savner,cities/savner.geojson,SBM/ramSeraph,,"","Savner","Maharashtra","Wards"
city,sawai_madhopur,cities/sawai_madhopur.geojson,SBM/ramSeraph,,"","Sawai Madhopur","Rajasthan","Wards"
city,sawali,cities/sawali.geojson,SBM/ramSeraph,,"","Sawali","Maharashtra","Wards"
city,sawer,cities/sawer.geojson,SBM/ramSeraph,,"","Sawer","Madhya Pradesh","Wards"
city,seer_hamdan,cities/seer_hamdan.geojson,SBM/ramSeraph,,"","Seer-Hamdan","Jammu & Kashmir","Wards"
city,sehore,cities/sehore.geojson,SBM/ramSeraph,,"","Sehore","Madhya Pradesh","Wards"
city,selu,cities/selu.geojson,SBM/ramSeraph,,"","Selu","Maharashtra","Wards"
city,semaria,cities/semaria.geojson,SBM/ramSeraph,,"","Semaria","Madhya Pradesh","Wards"
city,sendhwa,cities/sendhwa.geojson,SBM/ramSeraph,,"","Sendhwa","Madhya Pradesh","Wards"
city,sengaon,cities/sengaon.geojson,SBM/ramSeraph,,"","Sengaon","Maharashtra","Wards"
city,seohara,cities/seohara.geojson,SBM/ramSeraph,,"","Seohara","Uttar Pradesh","Wards"
city,seondha,cities/seondha.geojson,SBM/ramSeraph,,"","Seondha","Madhya Pradesh","Wards"
city,seoni_m,cities/seoni_m.geojson,SBM/ramSeraph,,"","Seoni_M","Madhya Pradesh","Wards"
city,seoni_malwa,cities/seoni_malwa.geojson,SBM/ramSeraph,,"","Seoni Malwa","Madhya Pradesh","Wards"
city,seraikela,cities/seraikela.geojson,SBM/ramSeraph,,"","Seraikela","Jharkhand","Wards"
city,serampore,cities/serampore.geojson,SBM/ramSeraph,,"","Serampore","West Bengal","Wards"
city,sewarhi,cities/sewarhi.geojson,SBM/ramSeraph,,"","Sewarhi","Uttar Pradesh","Wards"
city,shadora,cities/shadora.geojson,SBM/ramSeraph,,"","Shadora","Madhya Pradesh","Wards"
city,shahabad_ka,cities/shahabad_ka.geojson,SBM/ramSeraph,,"","Shahabad","Karnataka","Wards"
city,shahabad_up,cities/shahabad_up.geojson,SBM/ramSeraph,,"","Shahabad","Uttar Pradesh","Wards"
city,shahada,cities/shahada.geojson,SBM/ramSeraph,,"","Shahada","Maharashtra","Wards"
city,shahapur,cities/shahapur.geojson,SBM/ramSeraph,,"","Shahapur","Karnataka","Wards"
city,shahapur_t,cities/shahapur_t.geojson,SBM/ramSeraph,,"","Shahapur_T","Maharashtra","Wards"
city,shahbad,cities/shahbad.geojson,SBM/ramSeraph,,"","Shahbad","Haryana","Wards"
city,shahdol,cities/shahdol.geojson,SBM/ramSeraph,,"","Shahdol","Madhya Pradesh","Wards"
city,shahganj,cities/shahganj.geojson,SBM/ramSeraph,,"","Shahganj","Uttar Pradesh","Wards"
city,shahgarh,cities/shahgarh.geojson,SBM/ramSeraph,,"","Shahgarh","Madhya Pradesh","Wards"
city,shahi,cities/shahi.geojson,SBM/ramSeraph,,"","Shahi","Uttar Pradesh","Wards"
city,shahjahanpur,cities/shahjahanpur.geojson,SBM/ramSeraph,,"","Shahjahanpur","Uttar Pradesh","Wards"
city,shahkot,cities/shahkot.geojson,SBM/ramSeraph,,"","Shahkot","Punjab","Wards"
city,shahpur_mp,cities/shahpur_mp.geojson,SBM/ramSeraph,,"","Shahpur","Madhya Pradesh","Wards"
city,shahpur_up,cities/shahpur_up.geojson,SBM/ramSeraph,,"","Shahpur","Uttar Pradesh","Wards"
city,shahpura,cities/shahpura.geojson,SBM/ramSeraph,,"","Shahpura","Rajasthan","Wards"
city,shahpura_bhitoni,cities/shahpura_bhitoni.geojson,SBM/ramSeraph,,"","Shahpura Bhitoni","Madhya Pradesh","Wards"
city,shajapur,cities/shajapur.geojson,SBM/ramSeraph,,"","Shajapur","Madhya Pradesh","Wards"
city,shamgarh,cities/shamgarh.geojson,SBM/ramSeraph,,"","Shamgarh","Madhya Pradesh","Wards"
city,shamsabad,cities/shamsabad.geojson,SBM/ramSeraph,,"","Shamsabad","Uttar Pradesh","Wards"
city,shamshabad,cities/shamshabad.geojson,SBM/ramSeraph,,"","Shamshabad","Telangana","Wards"
city,shankargarh,cities/shankargarh.geojson,SBM/ramSeraph,,"","Shankargarh","Uttar Pradesh","Wards"
city,shankarpally,cities/shankarpally.geojson,SBM/ramSeraph,,"","Shankarpally","Telangana","Wards"
city,shegaon,cities/shegaon.geojson,SBM/ramSeraph,,"","Shegaon","Maharashtra","Wards"
city,sheikhpura,cities/sheikhpura.geojson,SBM/ramSeraph,,"","Sheikhpura","Bihar","Wards"
city,shendurni,cities/shendurni.geojson,SBM/ramSeraph,,"","Shendurni","Maharashtra","Wards"
city,sheoganj,cities/sheoganj.geojson,SBM/ramSeraph,,"","Sheoganj","Rajasthan","Wards"
city,sheopur,cities/sheopur.geojson,SBM/ramSeraph,,"","Sheopur","Madhya Pradesh","Wards"
city,shergarh,cities/shergarh.geojson,SBM/ramSeraph,,"","Shergarh","Uttar Pradesh","Wards"
city,sherkot,cities/sherkot.geojson,SBM/ramSeraph,,"","Sherkot","Uttar Pradesh","Wards"
city,shevgaon,cities/shevgaon.geojson,SBM/ramSeraph,,"","Shevgaon","Maharashtra","Wards"
city,shidlaghatta,cities/shidlaghatta.geojson,SBM/ramSeraph,,"","Shidlaghatta","Karnataka","Wards"
city,shiggaon,cities/shiggaon.geojson,SBM/ramSeraph,,"","Shiggaon","Karnataka","Wards"
city,shikaripura,cities/shikaripura.geojson,SBM/ramSeraph,,"","Shikaripura","Karnataka","Wards"
city,shikohabad,cities/shikohabad.geojson,SBM/ramSeraph,,"","Shikohabad","Uttar Pradesh","Wards"
city,shillong,cities/shillong.geojson,LivingAtlas/ramSeraph,,"","Shillong","Meghalaya","Wards"
city,shimla,cities/shimla.geojson,SBM/ramSeraph,,"","Shimla","Himachal Pradesh","Wards"
city,shimoga_cmc,cities/shimoga_cmc.geojson,SBM/ramSeraph,,"","Shimoga Cmc","Karnataka","Wards"
city,shirala,cities/shirala.geojson,SBM/ramSeraph,,"","Shirala","Maharashtra","Wards"
city,shirdi,cities/shirdi.geojson,SBM/ramSeraph,,"","Shirdi","Maharashtra","Wards"
city,shirhatti,cities/shirhatti.geojson,SBM/ramSeraph,,"","Shirhatti","Karnataka","Wards"
city,shirpur_warvade,cities/shirpur_warvade.geojson,SBM/ramSeraph,,"","Shirpur Warvade","Maharashtra","Wards"
city,shirur_anantpal,cities/shirur_anantpal.geojson,SBM/ramSeraph,,"","Shirur Anantpal","Maharashtra","Wards"
city,shirur_kasar,cities/shirur_kasar.geojson,SBM/ramSeraph,,"","Shirur Kasar","Maharashtra","Wards"
city,shirur_pune,cities/shirur_pune.geojson,SBM/ramSeraph,,"","Shirur_Pune","Maharashtra","Wards"
city,shishgarh,cities/shishgarh.geojson,SBM/ramSeraph,,"","Shishgarh","Uttar Pradesh","Wards"
city,shivalik_nagar,cities/shivalik_nagar.geojson,SBM/ramSeraph,,"","Shivalik Nagar","Uttarakhand","Wards"
city,shivamogga,cities/shivamogga.geojson,LivingAtlas/ramSeraph,,"","Shivamogga","Karnataka","Wards"
city,shivpurcharcha,cities/shivpurcharcha.geojson,SBM/ramSeraph,,"","Shivpurcharcha","Chhattisgarh","Wards"
city,shivpuri,cities/shivpuri.geojson,SBM/ramSeraph,,"","Shivpuri","Madhya Pradesh","Wards"
city,shivrajpur,cities/shivrajpur.geojson,SBM/ramSeraph,,"","Shivrajpur","Uttar Pradesh","Wards"
city,shivrinarayan,cities/shivrinarayan.geojson,SBM/ramSeraph,,"","Shivrinarayan","Chhattisgarh","Wards"
city,sholinghur,cities/sholinghur.geojson,SBM/ramSeraph,,"","Sholinghur","Tamil Nadu","Wards"
city,shopian,cities/shopian.geojson,SBM/ramSeraph,,"","Shopian","Jammu & Kashmir","Wards"
city,shoranur,cities/shoranur.geojson,SBM/ramSeraph,,"","Shoranur","Kerala","Wards"
city,shorapur,cities/shorapur.geojson,SBM/ramSeraph,,"","Shorapur","Karnataka","Wards"
city,shri_anandpur_sahib,cities/shri_anandpur_sahib.geojson,SBM/ramSeraph,,"","Shri Anandpur Sahib","Punjab","Wards"
city,shrimadhopur,cities/shrimadhopur.geojson,SBM/ramSeraph,,"","Shrimadhopur","Rajasthan","Wards"
city,shringeri,cities/shringeri.geojson,SBM/ramSeraph,,"","Shringeri","Karnataka","Wards"
city,shrirangapattana,cities/shrirangapattana.geojson,SBM/ramSeraph,,"","Shrirangapattana","Karnataka","Wards"
city,shujalpur,cities/shujalpur.geojson,SBM/ramSeraph,,"","Shujalpur","Madhya Pradesh","Wards"
city,siana,cities/siana.geojson,SBM/ramSeraph,,"","Siana","Uttar Pradesh","Wards"
city,siddapur,cities/siddapur.geojson,SBM/ramSeraph,,"","Siddapur","Karnataka","Wards"
city,siddipet,cities/siddipet.geojson,SBM/ramSeraph,,"","Siddipet","Telangana","Wards"
city,sidhauli,cities/sidhauli.geojson,SBM/ramSeraph,,"","Sidhauli","Uttar Pradesh","Wards"
city,sidhi,cities/sidhi.geojson,SBM/ramSeraph,,"","Sidhi","Madhya Pradesh","Wards"
city,sidhpura,cities/sidhpura.geojson,SBM/ramSeraph,,"","Sidhpura","Uttar Pradesh","Wards"
city,sikanderpur_b,cities/sikanderpur_b.geojson,SBM/ramSeraph,,"","Sikanderpur_B","Uttar Pradesh","Wards"
city,sikanderpur_k,cities/sikanderpur_k.geojson,SBM/ramSeraph,,"","Sikanderpur_K","Uttar Pradesh","Wards"
city,sikandrabad,cities/sikandrabad.geojson,SBM/ramSeraph,,"","Sikandrabad","Uttar Pradesh","Wards"
city,sikandrarao,cities/sikandrarao.geojson,SBM/ramSeraph,,"","Sikandrarao","Uttar Pradesh","Wards"
city,sikar,cities/sikar.geojson,SBM/ramSeraph,,"","Sikar","Rajasthan","Wards"
city,sikari,cities/sikari.geojson,SBM/ramSeraph,,"","Sikari","Rajasthan","Wards"
city,silapathar,cities/silapathar.geojson,SBM/ramSeraph,,"","Silapathar","Assam","Wards"
city,silchar,cities/silchar.geojson,LivingAtlas/ramSeraph,,"","Silchar","Assam","Wards"
city,sillod,cities/sillod.geojson,SBM/ramSeraph,,"","Sillod","Maharashtra","Wards"
city,silvassa,cities/silvassa.geojson,LivingAtlas/ramSeraph,,"","Silvassa","Dadra & Nagar Haveli","Wards"
city,simdega,cities/simdega.geojson,SBM/ramSeraph,,"","Simdega","Jharkhand","Wards"
city,simga,cities/simga.geojson,SBM/ramSeraph,,"","Simga","Chhattisgarh","Wards"
city,sindewahi,cities/sindewahi.geojson,SBM/ramSeraph,,"","Sindewahi","Maharashtra","Wards"
city,sindgi,cities/sindgi.geojson,SBM/ramSeraph,,"","Sindgi","Karnataka","Wards"
city,sindhkheda,cities/sindhkheda.geojson,SBM/ramSeraph,,"","Sindhkheda","Maharashtra","Wards"
city,sindhnur,cities/sindhnur.geojson,SBM/ramSeraph,,"","Sindhnur","Karnataka","Wards"
city,sindi,cities/sindi.geojson,SBM/ramSeraph,,"","Sindi","Maharashtra","Wards"
city,sindkkedraja,cities/sindkkedraja.geojson,SBM/ramSeraph,,"","Sindkkedraja","Maharashtra","Wards"
city,singahi_bhadaura,cities/singahi_bhadaura.geojson,SBM/ramSeraph,,"","Singahi Bhadaura","Uttar Pradesh","Wards"
city,singoli,cities/singoli.geojson,SBM/ramSeraph,,"","Singoli","Madhya Pradesh","Wards"
city,singrauli,cities/singrauli.geojson,SBM/ramSeraph,,"","Singrauli","Madhya Pradesh","Wards"
city,sinnar,cities/sinnar.geojson,SBM/ramSeraph,,"","Sinnar","Maharashtra","Wards"
city,sira,cities/sira.geojson,SBM/ramSeraph,,"","Sira","Karnataka","Wards"
city,siralkoppa,cities/siralkoppa.geojson,SBM/ramSeraph,,"","Siralkoppa","Karnataka","Wards"
city,sirathu,cities/sirathu.geojson,SBM/ramSeraph,,"","Sirathu","Uttar Pradesh","Wards"
city,sirauli,cities/sirauli.geojson,SBM/ramSeraph,,"","Sirauli","Uttar Pradesh","Wards"
city,sircilla,cities/sircilla.geojson,SBM/ramSeraph,,"","Sircilla","Telangana","Wards"
city,sirhind_fatehgarh_sahib,cities/sirhind_fatehgarh_sahib.geojson,SBM/ramSeraph,,"","Sirhind Fatehgarh Sahib","Punjab","Wards"
city,sirmour,cities/sirmour.geojson,SBM/ramSeraph,,"","Sirmour","Madhya Pradesh","Wards"
city,sirohi,cities/sirohi.geojson,SBM/ramSeraph,,"","Sirohi","Rajasthan","Wards"
city,sironcha,cities/sironcha.geojson,SBM/ramSeraph,,"","Sironcha","Maharashtra","Wards"
city,sirsa_hr,cities/sirsa_hr.geojson,SBM/ramSeraph,,"","Sirsa","Haryana","Wards"
city,sirsa_up,cities/sirsa_up.geojson,SBM/ramSeraph,,"","Sirsa","Uttar Pradesh","Wards"
city,sirsi_ka,cities/sirsi_ka.geojson,SBM/ramSeraph,,"","Sirsi","Karnataka","Wards"
city,sirsi_up,cities/sirsi_up.geojson,SBM/ramSeraph,,"","Sirsi","Uttar Pradesh","Wards"
city,siruguppa,cities/siruguppa.geojson,SBM/ramSeraph,,"","Siruguppa","Karnataka","Wards"
city,sisauli,cities/sisauli.geojson,SBM/ramSeraph,,"","Sisauli","Uttar Pradesh","Wards"
city,sitamarhi,cities/sitamarhi.geojson,SBM/ramSeraph,,"","Sitamarhi","Bihar","Wards"
city,sitamau,cities/sitamau.geojson,SBM/ramSeraph,,"","Sitamau","Madhya Pradesh","Wards"
city,sitapur_cg,cities/sitapur_cg.geojson,SBM/ramSeraph,,"","Sitapur","Chhattisgarh","Wards"
city,sitapur_up,cities/sitapur_up.geojson,SBM/ramSeraph,,"","Sitapur","Uttar Pradesh","Wards"
city,sitarganj,cities/sitarganj.geojson,SBM/ramSeraph,,"","Sitarganj","Uttarakhand","Wards"
